,date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems
1310,2019-01-12,Considerable,3.0,Considerable,3.0,Low,1.0,Get ready for a warm weekend. A rapidly warming snowpack can quickly lose strength and stress buried instabilities. Best to choose conservative terrain and be aware that conditions may deteriorate through the day limiting your exit plans.
1311,2019-01-13,High,4.0,Considerable,3.0,Moderate,2.0,A major input of heat into the snowpack can wake up buried weak layers. A lot of uncertainty exists as to what will happen when temperatures climb. Uncertainty is best managed with conservative terrain.
1312,2019-01-14,Considerable,3.0,Considerable,3.0,Moderate,2.0,Spring weather and a winter snowpack makes for a power struggle. Dial back your exposure to steep terrain and cornices until temperatures drop.
1313,2019-01-15,Moderate,2.0,Low,1.0,Low,1.0,"Be aware of places with a thin, shallow snowpack or areas which hold pockets of cold, dry snow. These are most suspect for lingering problems."
1314,2019-01-16,Moderate,2.0,Low,1.0,Low,1.0,Avalanche hazard will increase with forecasted snowfall starting late Thursday.
1315,2019-01-17,Moderate,2.0,Low,1.0,Low,1.0,Avalanche hazard will increase with forecasted snowfall starting late Thursday.
1316,2019-01-18,Moderate,2.0,Moderate,2.0,Low,1.0,"A weak storm will pass by Thursday night into Friday, with variable snowfall amounts forecasted across the region. Apply additional caution if you find substantial snow accumulation and slab properties."
1317,2019-01-19,Considerable,3.0,Considerable,3.0,Moderate,2.0,Forecast snow amounts are variable across the region. Treat the danger as HIGH if you find more than 30 cm of accumulation. This snow may not bond well to underlying surfaces. The snow may be touchiest in lee terrain features due to howling winds.
1318,2019-01-20,Moderate,2.0,Moderate,2.0,Low,1.0,"Moderate danger means that it is possible for humans to trigger avalanches in specific areas. Use caution in wind-affected terrain, where wind slabs may still be reactive."
1319,2019-01-21,Moderate,2.0,Moderate,2.0,Low,1.0,"Moderate danger means that it is possible for humans to trigger avalanches in specific areas. Use caution in wind-affected terrain, where wind slabs may still be reactive."
1320,2019-01-22,Moderate,2.0,Moderate,2.0,Low,1.0,"Moderate danger means that it is possible for humans to trigger avalanches in specific areas. Use caution in wind-affected terrain, where wind slabs may still be present."
1321,2019-01-23,Considerable,3.0,Considerable,3.0,Moderate,2.0,"New snow and wind will mean that storm slabs are to be expected, and will likely be reactive to human triggering, especially in wind loaded areas."
1322,2019-01-24,Considerable,3.0,Moderate,2.0,Moderate,2.0,"Although the storm has eased off, storm slabs are still likely to be encountered and could be reactive to human triggering, especially in wind loaded areas and as temperatures rise."
1323,2019-01-25,Considerable,3.0,Considerable,3.0,Moderate,2.0,Warm air and sunny skies will influence the snowpack on Saturday. The amount of warming is uncertain
1324,2019-01-26,Moderate,2.0,Moderate,2.0,Moderate,2.0,Warm air and sunny skies will continue to influence the snowpack on Sunday.
1325,2019-01-27,Moderate,2.0,Moderate,2.0,Moderate,2.0,Warm air and sunny skies will continue to influence the snowpack on Sunday.
1326,2019-01-28,Moderate,2.0,Moderate,2.0,Low,1.0,"Recent winds may have formed new slabs at high elevations. Don't discount the warm air either, especially on sun-exposed slopes."
1327,2019-01-29,Moderate,2.0,Low,1.0,Low,1.0,"Sunny skies and a temperature inversion may trigger loose wet avalanches on steep, solar aspects."
1328,2019-01-30,Low,1.0,Low,1.0,Low,1.0,Now is the time to explore new terrain before the incoming storm increases the danger.
1329,2019-01-31,Moderate,2.0,Low,1.0,Low,1.0,Hazard may be one step higher if the storm arrives earlier than expected.
1330,2019-02-01,High,4.0,High,4.0,Considerable,3.0,A natural avalanche cycle is forecast for Friday. Travel in avalanche terrain is not recommended.
1331,2019-02-02,Considerable,3.0,Considerable,3.0,Considerable,3.0,Fresh storm slabs remain primed for human triggers. Use small slopes without consequence to test the bond of the new snow.
1332,2019-02-03,Considerable,3.0,Moderate,2.0,Low,1.0,Windslabs at treeline and in the alpine are the main concern. Expect the temperature to fall as cold air infiltrates the region from the north.
1333,2019-02-04,Moderate,2.0,Moderate,2.0,Low,1.0,Windslabs at upper elevations are the main concern. The cold air will remain for a few more days.
1334,2019-02-05,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs have formed on a variety of aspects due to shifting winds. Natural avalanche activity has tapered off but human triggered avalanches remain possible.
1335,2019-02-06,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs have formed on a variety of aspects due to shifting winds. Natural avalanche activity has tapered off but human triggered avalanches remain possible.
1336,2019-02-07,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs have formed on a variety of aspects due to shifting winds. Natural avalanche activity has tapered off but human triggered avalanches remain possible.
1337,2019-02-08,Moderate,2.0,Low,1.0,Low,1.0,"Stiff wind slabs may continue to be reactive to human triggers at upper elevations. Steep, unsupported terrain and wind-loaded features are most suspect."
1338,2019-02-09,Moderate,2.0,Moderate,2.0,Low,1.0,"Stiff wind slabs may be reactive to human triggers at upper elevations. Steep, unsupported rolls and immediate lee terrain is most suspect."
1339,2019-02-10,Moderate,2.0,Moderate,2.0,Low,1.0,"Stiff wind slabs may be reactive to human triggers at upper elevations. Steep, unsupported rolls and immediate lee terrain is most suspect."
1340,2019-02-11,Moderate,2.0,Moderate,2.0,Low,1.0,"A dusting of new snow and wind will hide older, recently formed wind slabs and build new slabs over old ones. The largest accumulations of snow, and potentially the most reactive, will be found in wind-loaded terrain."
1341,2019-02-12,Moderate,2.0,Moderate,2.0,Low,1.0,"A dusting of new snow and wind will hide older, recently formed wind slabs and build new slabs over old ones. The largest accumulations of snow, and potentially the most reactive, will be found in wind-loaded terrain."
1342,2019-02-13,Moderate,2.0,Moderate,2.0,Moderate,2.0,"New snow and wind will hide older, recently formed wind slabs and build new slabs over old ones. The largest accumulations of snow, and potentially the most reactive, will be found in wind-loaded terrain."
1343,2019-02-14,Moderate,2.0,Moderate,2.0,Low,1.0,"Storm slab avalanches may remain problematic, especially in more extreme terrain. Very little snow is expected Thursday, but if we get surprised by more than 10 cm, loose dry avalanches are likely to follow."
1344,2019-02-15,Moderate,2.0,Moderate,2.0,Low,1.0,"Upper elevations are heavily wind affected, watch for wind slabs in steep terrain."
1345,2019-02-16,Moderate,2.0,Low,1.0,Low,1.0,"Wind slabs may be reactive at upper elevations. Steep, unsupported rolls and immediate lee terrain are the most suspect."
1346,2019-02-17,Moderate,2.0,Low,1.0,Low,1.0,Cold dry conditions continue for the next few days. Watch for wind slabs in unusual places as the wind shifts directions.
1347,2019-02-18,Low,1.0,Low,1.0,Low,1.0,Watch for small wind slabs and sluffing in steep terrain.
1348,2019-02-19,Low,1.0,Low,1.0,Low,1.0,Watch for small wind slabs and sluffing in steep terrain.
1349,2019-02-20,Low,1.0,Low,1.0,Low,1.0,Watch for small wind slabs and sluffing in alpine terrain.
1350,2019-02-21,Moderate,2.0,Low,1.0,Low,1.0,"Keep an eye out for pockets of small wind slabs and sluffing in steep, alpine terrain."
1351,2019-02-22,Moderate,2.0,Moderate,2.0,Low,1.0,Human triggered avalanches will be possible on freshly loaded slopes.
1352,2019-02-23,Considerable,3.0,Moderate,2.0,Low,1.0,"Watch for reactive slabs at upper elevations, especially on wind-loaded slopes."
1353,2019-02-24,Moderate,2.0,Moderate,2.0,Low,1.0,Storm slabs are possible to trigger at upper elevations. Use caution on slopes getting hit by the sun.
1354,2019-02-25,Moderate,2.0,Low,1.0,Low,1.0,Careful with slopes that have been wind-loaded and slopes getting hit by the sun.
1355,2019-02-26,Moderate,2.0,Low,1.0,Low,1.0,Wind affected snow is the main concern. Seek out low density snow in sheltered areas for the safest and best quality skiing and riding.
1356,2019-02-27,Moderate,2.0,Low,1.0,Low,1.0,Wind affected snow at upper elevations is the primary concern. Shooting cracks and whumphing are good indicators of wind slabs.
1357,2019-02-28,Moderate,2.0,Moderate,2.0,Low,1.0,Wind affected snow at upper elevations is the primary concern. Shooting cracks and whumphing are signs of unstable snow and wind slabs.
1358,2019-03-01,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs at upper elevations is the primary concern. Shooting cracks and whumphing are signs of unstable snow and wind slabs.
1359,2019-03-02,Moderate,2.0,Moderate,2.0,Low,1.0,"Reactive wind slabs are the primary concern on all aspects at treeline and above. Smooth surface, shooting cracks and whumphing are signs of unstable snow."
1360,2019-03-03,Moderate,2.0,Moderate,2.0,Low,1.0,Windslabs at upper elevations are the main concern. A cool and clear weather pattern will continue for a few more days.
1361,2019-03-04,Moderate,2.0,Low,1.0,Low,1.0,Wind slabs are still the main concern. Continued sunny and dry conditions for the next two days.
1362,2019-03-05,Low,1.0,Low,1.0,Low,1.0,Small wind slabs may still exist in isolated terrain features.
1363,2019-03-06,Moderate,2.0,Low,1.0,Low,1.0,Small wind slabs may form with Wednesday night's snowfall.
1364,2019-03-07,Moderate,2.0,Low,1.0,Low,1.0,Small wind slabs may form with Wednesday night's snowfall.
1365,2019-03-08,Low,1.0,Low,1.0,Low,1.0,Continue to apply your typical safe-travel strategies. Small wind slabs may exist at higher elevations. Also use caution on southerly aspects as the sun warms the snowpack over the day.
1366,2019-03-09,Low,1.0,Low,1.0,Low,1.0,Continue to apply your typical safe-travel strategies. Small wind slabs may exist at higher elevations. Also use caution on southerly aspects as the sun warms the snowpack over the day.
1367,2019-03-10,Moderate,2.0,Moderate,2.0,Low,1.0,Danger will increase as a storm arrives on Monday and continues into Tuesday.
1368,2019-03-11,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Danger will rise with forecast new snow and wind. If you find places with more than 30 cm of new snow, the avalanche danger may increase to HIGH."
1369,2019-03-12,Moderate,2.0,Moderate,2.0,Low,1.0,Watch for wind slabs in exposed areas and south-facing slopes that are being impacted by the sun.
1370,2019-03-13,Moderate,2.0,Low,1.0,Low,1.0,Snow amounts are expected to stay light on Thursday. Watch out for wind slabs on unusual aspects in exposed areas.
1371,2019-03-14,Moderate,2.0,Low,1.0,Low,1.0,Snow amounts are expected to stay light on Thursday. Watch out for wind slabs on unusual aspects in exposed areas.
1372,2019-03-15,Moderate,2.0,Moderate,2.0,Moderate,2.0,"Seek out cold dry snow on higher elevation north and east aspects but watch for wind slabs which remain sensitive to triggering. The sun could produce loose wet avalanches on unshaded slopes, especially in the afternoon."
1373,2019-03-16,Considerable,3.0,Considerable,3.0,Considerable,3.0,The heat is on and the game is changing. Direct sun and steadily warming temperatures are expected to destabilize the upper 30 to 50 cm of snow and a natural avalanche cycle is possible. Look up and avoid travel under avalanche paths and cornices.
1374,2019-03-17,Considerable,3.0,Considerable,3.0,Considerable,3.0,The heat is on and the game is changing. Direct sun and increasingly warm temperatures are expected to destabilize the upper 30 to 50 cm of snow and a natural avalanche cycle is possible. Look up and avoid travel under avalanche paths and cornices.
1375,2019-03-18,Considerable,3.0,Considerable,3.0,Considerable,3.0,Persistent warm temperatures are penetrating and destabilizing the upper snowpack. Natural avalanche activity is likely. Pay attention to sunny slopes and avoid travel under avalanche paths especially slopes with cornices overhead.
1376,2019-03-19,Considerable,3.0,Considerable,3.0,Considerable,3.0,Persistent warm temperatures are penetrating and destabilizing the upper snowpack. Natural avalanche activity is possible especially on sun exposed slopes. Avoid travel under avalanche paths especially with looming cornices overhead.
1377,2019-03-20,Considerable,3.0,Considerable,3.0,Considerable,3.0,"Natural avalanche activity is possible especially on sun exposed slopes in the afternoon. Cornices are soft and weak. Avoid travel under, on or anywhere near cornices."
1378,2019-03-21,Considerable,3.0,Considerable,3.0,Considerable,3.0,"Natural avalanche activity is possible with continued warm temperatures on Friday. Cornices are soft and weak. Avoid travel under, on or anywhere near cornices."
1379,2019-03-22,Moderate,2.0,Moderate,2.0,Moderate,2.0,"Even if the skies are cloudy you should avoid slopes that have wet and mushy snow, especially at lower elevations with little overnight re-freeze. Check out this LINK to see how easy it is to trigger a loose wet avalanche."
1380,2019-03-23,Moderate,2.0,Moderate,2.0,Moderate,2.0,Even if the skies are cloudy you should avoid slopes that have wet and mushy snow. Check out this LINK to see how easy it is to trigger a loose wet avalanche.
1381,2019-03-24,Low,1.0,Low,1.0,Moderate,2.0,"Although temperatures have cooled slightly, human triggered loose wet avalanches remain a concern on Monday, especially at lower elevations where the snowpack remains weak, warm and mushy."
1382,2019-03-25,Low,1.0,Low,1.0,Moderate,2.0,"Although temperatures have cooled slightly, human triggered loose wet avalanches remain a concern on Monday, especially at lower elevations where the snowpack remains weak, warm and mushy."
1383,2019-03-26,Moderate,2.0,Moderate,2.0,Low,1.0,"We are back in winter for a day, at least in the alpine. Wind slabs at upper elevations are the primary concern."
1384,2019-03-27,Moderate,2.0,Low,1.0,Low,1.0,Temperatures are increasing slightly. How much the sun can affect the snowpack and increase the potential for triggering loose wet avalanches depends on the cloud coverage.
1385,2019-03-28,Moderate,2.0,Low,1.0,Low,1.0,It is going to be a sunny day with a few clouds. Solar input will increase the potential for triggering loose wet avalanches.
1386,2019-03-29,Low,1.0,Low,1.0,Low,1.0,It is time to go after big goals and explore. Isolated wind slab pockets in the alpine can be managed with normal caution.
1387,2019-03-30,Low,1.0,Low,1.0,Low,1.0,A few more days to enjoy the warm and sunny spring conditions.
1388,2019-03-31,Low,1.0,Low,1.0,Low,1.0,"The weather pattern looks to change midweek. In the meantime enjoy a few more days of warm and sunny spring conditions. Although unlikely, loose wet avalanches have potential to run on steep slopes facing the sun during the warmest part of the day."
1389,2019-04-01,Low,1.0,Low,1.0,Low,1.0,Another day of mostly sunny weather on Tuesday. Minimize exposure to steep slopes facing the sun during the warmest part of the day.
1390,2019-04-02,Moderate,2.0,Low,1.0,Low,1.0,The weather pattern is shifting. Expect wind slabs to develop at upper elevations as the wind picks up and snow accumulates Tuesday night and Wednesday.
1391,2019-04-03,Moderate,2.0,Low,1.0,Low,1.0,There is a lull between weather systems on Thursday. The taps are expected to turn on Friday and Saturday again.
1392,2019-04-04,Moderate,2.0,Moderate,2.0,Low,1.0,"The most snow is expected to fall in the south and far west of the region. Use added caution during periods of rapid loading, as the snow may be reactive to human traffic."
1393,2019-04-05,Considerable,3.0,Moderate,2.0,Moderate,2.0,Forecast precipitation amounts are highly variable between weather models. The forecast herein assumes approximately 20 cm of snow accumulation by Saturday midday.
1394,2019-04-06,Moderate,2.0,Moderate,2.0,Low,1.0,Slabs that formed during the recent storm may take a couple days to stabilize. Assess the snow distribution and bonding before committing to avalanche terrain. Also watch the skies and expect the snow to move on southerly slopes if the sun comes out.
1395,2019-04-07,Moderate,2.0,Moderate,2.0,Low,1.0,"Keep an eye out for wind slabs in lee terrain. As the temperatures rise through the day, the likelihood of loose wet avalanches will increase the snowpack warms, especially in areas with fresh snow."
1396,2019-04-08,Moderate,2.0,Moderate,2.0,Low,1.0,"As the snowpack warms during the day, the likelihood of loose wet avalanches will increase, especially in areas with fresh snow."
1397,2019-04-09,Moderate,2.0,Low,1.0,Low,1.0,"Flurries will accumulate through the day and may hide recently formed slabs. Use caution around ridge crests and lee terrain features, where the most reactive deposits may be found."
1398,2019-04-10,Moderate,2.0,Low,1.0,Low,1.0,"Wet flurries and warm temperatures can quickly warm the snowpack and increase the likelihood for loose wet avalanches. As you gain elevation and find dry snow, be wary of slabs around ridge crests and in lee terrain."
1399,2019-04-11,Moderate,2.0,Low,1.0,Low,1.0,"Wet flurries and warm temperatures can quickly warm the snowpack and increase the likelihood for loose wet avalanches. As you gain elevation and find dry snow, be wary of slabs around ridge crests and in lee terrain."
1400,2019-04-12,Considerable,3.0,Considerable,3.0,Moderate,2.0,"A brief return to winter! 10-20cm of new snow, strong winds, and low freezing levels are forecast to create fresh storm slabs reactive to human triggers by the end of day Saturday. Hazard may be lower in areas that receive less than 15 cm of snow."
1401,2019-04-13,Considerable,3.0,Considerable,3.0,Moderate,2.0,"A brief return to winter! 10-20cm of new snow, strong winds, and low freezing levels are forecast to create fresh storm slabs reactive to human triggers by the end of day Saturday. Hazard may be lower in areas that receive less than 15 cm of snow."
1402,2019-04-14,Moderate,2.0,Moderate,2.0,Low,1.0,Light amounts of recent snow and extreme southerly winds have formed wind slabs that may be further below ridgecrests than expected.
1403,2019-04-15,Moderate,2.0,Moderate,2.0,Low,1.0,Isolated wind slabs may still exist in the alpine. Also watch the skies and expect loose wet activity on southerly slopes when the sun is out.
1404,2019-04-16,Moderate,2.0,Low,1.0,Low,1.0,Strong southwest wind may form new wind slabs up high.
1405,2019-04-17,Considerable,3.0,Moderate,2.0,Low,1.0,"New snow and strong wind are in the forecast for Thursday. As freezing levels rise over the day, the snow may turn to rain. Travel conservatively to avoid fresh wind slabs and loose wet avalanches."
1406,2019-04-18,Considerable,3.0,Moderate,2.0,Low,1.0,"Expect to find rapidly changing conditions with elevation, particularly as you transition through the rain-snow line. Travel conservatively to avoid wind slabs and loose wet avalanches."
1407,2019-04-19,Moderate,2.0,Moderate,2.0,Low,1.0,Plan your travels to avoid steep leeward slopes where wind slabs may remain as well as steep southerly slopes during daytime warming.
1408,2019-04-20,Moderate,2.0,Low,1.0,Low,1.0,"Be aware of a warming snowpack, the loose wet avalanche hazard will rise with limited overnight re-freeze and the pace at which the snowpack warms during the day. In the alpine, wind slabs may linger around steep, lee slopes and under cornices."
1409,2019-04-21,Moderate,2.0,Moderate,2.0,Low,1.0,"Flurries and wind will build thin, reactive deposits through the day and may hide recently formed wind slabs, use caution around cornices and lee terrain. Loose wet avalanches remain a concern, travel early and avoid moist/wet slopes."
1410,2019-04-22,Moderate,2.0,Low,1.0,Low,1.0,"Wind slabs may react to human triggers around ridges and lee features. Loose wet avalanches remain a concern, best to travel early and avoid moist/wet slopes."
1411,2019-04-23,Moderate,2.0,Low,1.0,Low,1.0,"Wind slabs may react to human triggers around ridges and immediate lee features. Loose wet avalanches remain a concern, especially on sunny slopes."
1412,2019-04-24,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs at higher elevations may be reactive to human triggers especially where a winter-like snowpack still exists.
1413,2019-04-25,Moderate,2.0,Low,1.0,Low,1.0,Wind slabs at higher elevations may be reactive to human triggers especially where winter-like snow still exists.
1414,2019-04-26,Low,1.0,Low,1.0,Low,1.0,Last Avalanche Forecast for the season. For additional information check out our Spring Conditions page at: https://goo.gl/cpx8Dq
1415,2019-04-27,Low,1.0,Low,1.0,Low,1.0,Last Avalanche Forecast for the season. For additional information check out our Spring Conditions page at: https://goo.gl/cpx8Dq
1416,2019-04-28,Low,1.0,Low,1.0,Low,1.0,Last Avalanche Forecast for the season. For additional information check out our Spring Conditions page at: https://goo.gl/cpx8Dq
1440,2019-11-22,Low,1.0,Low,1.0,Low,1.0,This first forecast of the season includes uncertainty due to a lack of observations. Start off conservatively and perform your own assessments if you search for snow at higher elevations. The most likely terrain to trigger an avalanche is where the ground surface is smooth.
1441,2019-11-23,Moderate,2.0,Moderate,2.0,Low,1.0,This weekend's storm will start to cover many of the rocks in the mountains. Start off conservatively and assess the bonding within the snowpack. The most likely terrain to trigger an avalanche is where the ground surface appears smooth.
1442,2019-11-24,Considerable,3.0,Moderate,2.0,Moderate,2.0,Saturday night's storm will increase the avalanche danger. Conservative decision making will be required to travel safely until the new snow stabilizes. Back off and avoid avalanche terrain if you find more than 30 cm of snow accumulation.
1443,2019-11-25,Moderate,2.0,Low,1.0,Low,1.0,"New snow accumulating over the weekend is limited to upper elevations. If you are venturing out, wind slabs in alpine terrain will be the main concern."
1444,2019-11-26,Moderate,2.0,Low,1.0,Low,1.0,"A clearing and cooling trend is in the forecast. If you are venturing out, wind slabs in alpine terrain are the main concern."
1445,2019-11-27,Moderate,2.0,Low,1.0,Low,1.0,Strong northeast wind is forecast for Wednesday. Wind slabs in alpine terrain are the main concern.
1446,2019-11-28,Low,1.0,Low,1.0,Low,1.0,Clear and cold conditions into the weekend. What snow exists is limited to the alpine elevation band where depths are highly variable due to recent strong winds.
1447,2019-11-29,Low,1.0,Low,1.0,Low,1.0,"Sunny and cold conditions in the forecast for the remainder of the week. When venturing into the alpine, watch for pockets of wind slab."
1448,2019-11-30,Low,1.0,Low,1.0,Low,1.0,"Sunny, cold conditions and firm snow surfaces will make for fast travel in the alpine this weekend. Watch for early season obstacles and lingering pockets of wind slab."
1449,2019-12-01,Low,1.0,Low,1.0,Low,1.0,Cold conditions and firm snow surfaces will make for fast travel in the alpine. Share what you see in the mountains this weekend via the MIN!
1450,2019-12-02,Low,1.0,Low,1.0,Low,1.0,A succession of storms will bring new snow and increase avalanche danger this week.
1451,2019-12-03,Considerable,3.0,Moderate,2.0,Low,1.0,Dangerous avalanche conditions will exist in areas with more the 30 cm of new snow.
1452,2019-12-04,Considerable,3.0,Moderate,2.0,Low,1.0,An intense storm passing through the region will leave fresh storm slabs primed for human triggering.
1453,2019-12-05,Moderate,2.0,Low,1.0,Low,1.0,Choose mellower terrain if you experience signs of instability such as whumpfs or shooting cracks.
1454,2019-12-06,Moderate,2.0,Low,1.0,Low,1.0,Forecast updated 7:00 am: Expected snowfall amounts have been less than anticipated. 5-10 cm of new snow at upper elevations accompanied by moderate to strong winds have created fresh windslabs in the lee of terrain features.
1455,2019-12-07,Moderate,2.0,Low,1.0,Low,1.0,The big dump keeps us waiting... 
1456,2019-12-08,Considerable,3.0,Low,1.0,Low,1.0,Strong southerly wind has formed reactive wind slab at upper elevations. 
1457,2019-12-09,Considerable,3.0,Low,1.0,Low,1.0,The snowpack structure is unusually shallow and weak for this region. Highly variable thickness of windslab allows for triggering avalanches from thin spots.
1458,2019-12-10,Moderate,2.0,Low,1.0,Low,1.0,The snowpack structure is unusually shallow and weak for this region. Highly variable thickness of windslab allows for triggering avalanches from thin spots.
1459,2019-12-11,Moderate,2.0,Low,1.0,Low,1.0,"Waiting for the next storm... 
The snowpack structrure is unusually shallow and weak. It is still possible to trigger slab avalanches from thin spots."
1460,2019-12-12,Considerable,3.0,Moderate,2.0,Low,1.0,"Storm slabs may be reactive to human triggering, especially in wind loaded areas at upper elevations. Watch for signs of instability such as whumphing, cracking and recent avalanches."
1461,2019-12-13,Considerable,3.0,Moderate,2.0,Low,1.0,"Although the storm has eased off, storm slabs are still likely to be encountered and could be reactive to human triggering, especially in wind loaded areas."
1462,2019-12-14,Considerable,3.0,Moderate,2.0,Low,1.0,The recent snow has added load to buried weak layers and may still be reactive to human triggers. Conservative terrain selection is recommended.
1463,2019-12-15,Considerable,3.0,Moderate,2.0,Low,1.0,"An unusually shallow snowpack exists in the region right now. A persistent slab problem has been responsible for many recent avalanches, and test results suggest that this layer could propagate widely, resulting in large avalanches. Conservative terrain selection is advised."
1464,2019-12-16,Moderate,2.0,Moderate,2.0,Low,1.0,"Conservative terrain selection is a good management strategy for a persistent slab problem, as avalanches are typically difficult to predict in these conditions."
1465,2019-12-17,Considerable,3.0,Moderate,2.0,Low,1.0,"Snowfall is a welcome sight in the region, but avalanche danger will rise sharply as new snow accumulates. An increasing storm slab problem may be straightforward to manage, but our deeper, more dangerous persistent slab should be at top of mind in higher elevation terrain."
1466,2019-12-18,Considerable,3.0,Moderate,2.0,Moderate,2.0,Continuing snowfall will build up storm slabs while bringing increasing stress to an active and deeply buried weak layer at higher elevations. Expect stability to deteriorate over the day.
1467,2019-12-19,Considerable,3.0,Moderate,2.0,Low,1.0,New snow accumulations are steadily building up storm slabs while adding incremental strain to a deeply buried weak layer. Higher elevations hold the trickiest combo of wind loading and more widespread snowpack weakness.
1468,2019-12-20,High,4.0,High,4.0,Considerable,3.0,Another 20 to 40 cm of snow and strong wind is forecast for Thursday night into Friday. This will continue to load a buried weak layer and may trigger a natural avalanche cycle. Best to avoid avalanche terrain on Friday and give the snowpack time to stabilize.
1469,2019-12-21,Considerable,3.0,Considerable,3.0,Moderate,2.0,"A substantial amount of recent snow has accumulated, which is loading a buried weak layer. Conservative decision-making is essential to safely manage the avalanche problems."
1470,2019-12-22,High,4.0,Considerable,3.0,Moderate,2.0,"Clear skies may lure you into bigger terrain, but this is not the time to expose yourself. In many areas, the recent snow is resting on a weak layer ready to fail with the weight of a skier. Best to avoid alpine avalanche terrain and travel very conservatively at treeline."
1471,2019-12-23,High,4.0,High,4.0,Low,1.0,"Clear skies may lure you into bigger terrain, but this is not the time to expose yourself. The recent snow is resting on a weak layer ready to fail with the weight of a human. Read more here. You would be wise to avoid alpine and treeline avalanche terrain."
1472,2019-12-24,High,4.0,High,4.0,Low,1.0,"An unusually weak snowpack is producing very large, very destructive avalanches in the Sea to Sky region, often with light triggers. Travel in higher elevation avalanche terrain is not recommended."
1473,2019-12-25,Considerable,3.0,Considerable,3.0,Low,1.0,"Believing our snowpack should be healed by now is currently a dangerous mindset to carry with you into avalanche terrain. Natural avalanches may have tapered off, but remote triggering and avalanches that propagate widely remain very real possibilities. "
1474,2019-12-26,Considerable,3.0,Considerable,3.0,Low,1.0,"Our snowpack structure remains very concerning to avalanche professionals throughout the region. Obvious feedback (natural avalanches) may be diminishing, but our persistent slab problem remains active. Keep seeking out conservative terrain options."
1475,2019-12-27,Considerable,3.0,Considerable,3.0,Low,1.0,"Persistent slab problems heal slowly. Avoid jumping the gun on our still-fragile snowpack structure. Natural avalanches may have tapered off, but large human-triggered avalanches that propagate widely remain a very real possibility."
1476,2019-12-28,Considerable,3.0,Considerable,3.0,Low,1.0,The persistent slab problem is evolving into a low probability/high consequence scenario where you may not observe any indication of unstable snow before making a dangerous decision. The formation of new wind slabs will add a layer of complexity to terrain selection on Saturday.
1477,2019-12-29,Considerable,3.0,Considerable,3.0,Moderate,2.0,The persistent slab is evolving into a low probability/high consequence scenario where you may not observe any signs of unstable snow before making a dangerous decision. Managing reactive wind slabs adds further complexity to choosing safe terrain on Sunday.
1478,2019-12-30,Moderate,2.0,Moderate,2.0,Low,1.0,"Although the likelihood of triggering avalanches is decreasing, the persistent slab problem warrants avoiding steep convexities and areas with a shallow, rocky, or variable snowpack."
1479,2019-12-31,High,4.0,High,4.0,Considerable,3.0,The incoming storm will create dangerous avalanche conditions. New snow will form touchy storm slabs while testing the strength of deeply buried weak layers. Step-down avalanches are a distinct possibility. Avoid avalanche terrain and minimize overhead exposure on Tuesday.
1480,2020-01-01,High,4.0,High,4.0,High,4.0,The new snow is creating reactive storm slabs while testing the strength of deeply buried weak layers. Step-down avalanches are a distinct possibility. Stick to simple terrain and avoid overhead exposure to welcome in the New Year.
1481,2020-01-02,High,4.0,Considerable,3.0,Moderate,2.0,Avalanche hazard is not going to get much better before it gets a lot worse. Stick with a conservative mindset and to simple terrain on Thursday.
1482,2020-01-03,Extreme,5.0,Extreme,5.0,High,4.0,Avoid all avalanche terrain on Friday. Large destructive avalanches will be widespread.
1483,2020-01-04,High,4.0,High,4.0,High,4.0,"Stormy conditions continue this weekend. Both natural and human-triggered avalanches are very likely, with the potential for very large avalanches to reach the valley bottom. Travel in avalanche terrain is not recommended, including travel in runout zones."
1484,2020-01-05,High,4.0,High,4.0,High,4.0,"Stormy conditions continue this weekend. Both natural and human-triggered avalanches are very likely, with the potential for very large avalanches to reach the valley bottom. Travel in avalanche terrain is not recommended, including travel in runout zones."
1485,2020-01-06,High,4.0,High,4.0,Considerable,3.0,The structurally weak snowpack will need some time to stabilize with all the load from recent snow and strong wind. The next storm will start to impact the region midday Monday.
1486,2020-01-07,High,4.0,High,4.0,High,4.0,Intense stormy conditions are expected for Tuesday. Natural and human-triggered avalanches will be very likely to occur and they could reach the valley bottom. Travel in avalanche terrain is not recommended.
1487,2020-01-08,High,4.0,High,4.0,Considerable,3.0,"Clearing skies may lure you into bigger terrain, but this is not the time to expose yourself. The recent snow may remain touchy and it has loaded a weak snowpack in parts of the region. The snowpack will need time to stabilize."
1488,2020-01-09,Considerable,3.0,Considerable,3.0,Moderate,2.0,The recent snow may remain sensitive to human triggering and it has loaded a weak snowpack in parts of the region. The snowpack still needs time to stabilize. 
1489,2020-01-10,High,4.0,High,4.0,High,4.0,The avalanche danger increases during the day with continuing snowfall and moderate to strong southwest wind. The danger is closely related to increasing snowfall amounts.
