date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems
2019-01-18,High,4,Considerable,3,Moderate,2,"A bunch more precipitation is forecast for Friday night into Saturday, with changing freezing levels. Best to avoid avalanche terrain if you find 30 cm of snow or more accumulated, as the new snow likely won't bond well to underlying surfaces."
2019-01-19,Considerable,3,Moderate,2,Low,1,Travel conservatively if you make it high enough to where the recent precipitation fell as snow. This new snow may not bond well to underlying layers.
2019-01-20,Low,1,Low,1,Low,1,Use your normal risk management strategies in the mountains to avoid any lingering avalanche problems.
2019-01-21,Low,1,Low,1,Low,1,Use your normal risk management strategies in the mountains to avoid any lingering avalanche problems.
2019-01-22,Considerable,3,Considerable,3,Considerable,3,We should be getting a good wallop of snow within all elevation bands on Tuesday. This snow may not bond well to an underlying crust. Use a conservative approach with route selection and continually make observations during your travels.
2019-01-23,High,4,Considerable,3,Considerable,3,"Warm, wet and windy! The South Coast got hammered by a big storm. New snow, rain and strong winds will mean that the snowpack is primed for avalanches."
2019-01-24,Considerable,3,Moderate,2,Moderate,2,"As the storm eases off, the snowpack is beginning to gain some strength. However, storm slabs are still likely to be encountered at upper elevations and could be reactive to human triggering, especially in wind loaded areas."
2019-01-25,Considerable,3,Moderate,2,Moderate,2,Warm air and sunny skies will influence the snowpack on Saturday. Expect the most warming on south aspects and for the snowpack to possibly moisten on other aspects too. This may make the snow very touchy.
2019-01-26,Moderate,2,Moderate,2,Moderate,2,Warm air and sunny skies will continue to influence the snowpack on Sunday. Expect the most warming on south aspects.
2019-01-27,Moderate,2,Moderate,2,Low,1,Warm air and sunny skies should continue to heat up the snowpack on Monday. Expect the most warming on south-facing slopes.
2019-01-28,Moderate,2,Moderate,2,Low,1,Warm air and sunny skies should continue to heat up the snowpack on Monday. Expect the most warming on south-facing slopes.
2019-01-29,Moderate,2,Low,1,Low,1,"Sunny skies and high freezing levels may trigger small loose wet avalanches on steep, solar aspects."
2019-01-30,Low,1,Low,1,Low,1,Now is the time to explore new terrain before the incoming storm increases the danger.
2019-01-31,Moderate,2,Low,1,Low,1,Hazard may be one step higher if the storm arrives earlier than expected.
2019-02-01,High,4,Considerable,3,Moderate,2,Expect hazard to be HIGH in areas that receive snow instead of rain on Friday.
2019-02-02,Considerable,3,Moderate,2,Low,1,Storm slabs may remain reactive to human triggers in the alpine and possibly upper treeline elevations. Use small slopes without consequence to test the bond of the new snow.
2019-02-03,Moderate,2,Moderate,2,Low,1,There is a cooling trend forecast for this weekend.
2019-02-04,Moderate,2,Low,1,Low,1,A mix of sun and cloud with the temperature staying below freezing for the next few days.
2019-02-05,Moderate,2,Low,1,Low,1,Stiff wind slabs may be reactive to human triggers.
2019-02-06,Moderate,2,Low,1,Low,1,Stiff wind slabs could be reactive to human triggers at upper elevations.
2019-02-07,Moderate,2,Low,1,Low,1,Stiff wind slabs may continue to be reactive to human triggers in the alpine.
2019-02-08,Moderate,2,Low,1,Low,1,"Stiff wind slabs in the alpine are decreasing in sensitivity to human triggers. Lingering reactive wind slabs are most likely in wind-loaded areas: below ridgelines, under cornices, and around steep, unsupported features."
2019-02-09,Moderate,2,Low,1,Low,1,"Strong outflow winds have produced stiff and firm wind slabs. Reactive wind slabs are most likely in wind-loaded areas: below ridgelines, under cornices, and around steep, unsupported features."
2019-02-10,Moderate,2,Low,1,Low,1,"Strong outflow winds have produced stiff wind slabs. Lingering reactive wind slabs are most likely in wind-loaded areas: below ridgelines, under cornices, and around steep, unsupported features."
2019-02-11,Moderate,2,Moderate,2,Moderate,2,"20 cm snow falling Tuesday will raise avalanche hazard to Moderate through the day. As snowfall accumulates, the deepest and most reactive deposits will be at higher elevations in wind-loaded terrain."
2019-02-12,Moderate,2,Moderate,2,Moderate,2,"20 cm snow falling Tuesday will raise avalanche hazard to Moderate through the day. As snowfall accumulates, the deepest and most reactive deposits will be at higher elevations in wind-loaded terrain."
2019-02-13,Moderate,2,Moderate,2,Moderate,2,"Storm slabs may become more sensitive to human triggering Thursday as temperatures rise. This forecast is based on very little snow falling on Thursday, if storm snow starts to exceed 20 cm, the hazard will bump up to considerable at all elevations."
2019-02-14,Moderate,2,Moderate,2,Moderate,2,"Storm slabs may become more sensitive to human triggering Thursday as temperatures rise. This forecast is based on very little snow falling on Thursday, if storm snow starts to exceed 20 cm, the hazard will bump up to considerable at all elevations."
2019-02-15,Considerable,3,Considerable,3,Moderate,2,Slab avalanches are likely on Friday as new snow accumulates.
2019-02-16,Considerable,3,Considerable,3,Moderate,2,Friday's storm has left touchy storm slabs at all elevations. Be extra cautious around steep slopes and convex terrain features.
2019-02-17,Moderate,2,Moderate,2,Low,1,Triggering storm slabs remains a lingering concern on steep and convex terrain features.
2019-02-18,Moderate,2,Moderate,2,Low,1,Triggering storm slabs remains a lingering concern on steep and convex terrain features.
2019-02-19,Considerable,3,Considerable,3,Moderate,2,"Forecast updated 12:00 Tuesday.
An unusual weak layer makes steep and convex terrain features particularly dangerous."
2019-02-20,Moderate,2,Considerable,3,Moderate,2,An unusual weak layer makes steep and convex terrain features particularly dangerous.
2019-02-21,Moderate,2,Considerable,3,Moderate,2,An unusual persistent weak layer makes steep and convex terrain features particularly dangerous at this time.
2019-02-22,High,4,High,4,High,4,Avoid avalanche terrain on Friday. Large storm slab and persistent slab avalanches are very likely.
2019-02-23,Considerable,3,Considerable,3,Considerable,3,Human triggered avalanches are likely this weekend. Fresh snow and a buried weak layer have created dangerous avalanche conditions.
2019-02-24,Considerable,3,Considerable,3,Considerable,3,Human triggered avalanches are likely this weekend. Fresh snow and a buried weak layer have created dangerous avalanche conditions.
2019-02-25,Moderate,2,Considerable,3,Moderate,2,"Conservative terrain choices are critical. Although the chance of triggering large avalanches is decreasing, the consequences of doing so are high."
2019-02-26,Moderate,2,Considerable,3,Moderate,2,Keep using conservative terrain selection to reduce your exposure to recent storm slabs as well as our lingering persistent slab problem.
2019-02-27,Moderate,2,Considerable,3,Moderate,2,"Persistent slab avalanche problems are tricky to manage and predict. They tend to linger, waiting for a trigger. Check out the Forecasters' BLOG for further details on the conditions in the South Coast region."
2019-02-28,Moderate,2,Considerable,3,Moderate,2,"Persistent slab avalanche problems are tricky to manage. They tend to linger, waiting for a trigger. Check out the Forecasters' BLOG for further details on the conditions in the South Coast region."
2019-03-01,Moderate,2,Moderate,2,Low,1,"Persistent slab avalanche problems are tricky to manage. They tend to linger, waiting for a trigger. Check out the Forecasters' BLOG for further details about the conditions in the South Coast region."
2019-03-02,Moderate,2,Moderate,2,Low,1,"Persistent slab avalanche problems are tricky to manage. They tend to linger, waiting for a trigger. Check out the Forecasters' BLOG for more details."
2019-03-03,Moderate,2,Moderate,2,Low,1,"Although the likelihood of triggering a persistent slab has decreased, the problem still exists. Continue to employ a conservative approach to terrain selection."
2019-03-04,Low,1,Moderate,2,Low,1,"Although the likelihood of triggering a persistent slab has decreased, the problem still exists. Continue to employ a conservative approach to terrain selection."
2019-03-05,Low,1,Moderate,2,Low,1,"Although the likelihood of triggering a persistent slab avalanche has decreased, the problem still exists. Continue to employ a conservative approach to terrain selection."
2019-03-06,Moderate,2,Moderate,2,Low,1,"Although the likelihood of triggering a persistent slab avalanche is relatively low, the consequence of doing so is high. Continue to employ a conservative approach to terrain selection. Also observe for fresh wind slabs at higher elevations."
2019-03-07,Moderate,2,Moderate,2,Low,1,"Although the likelihood of triggering a persistent slab avalanche is relatively low, the consequence of doing so is high. Continue to employ a conservative approach to terrain selection. Also observe for fresh wind slabs at higher elevations."
2019-03-08,Moderate,2,Moderate,2,Low,1,"Although the likelihood of triggering a persistent slab avalanche is relatively low, the consequence of doing so is high. The recent snow may also be reactive. Continue to employ a conservative approach to terrain selection."
2019-03-09,Moderate,2,Moderate,2,Low,1,"Although the likelihood of triggering a persistent slab avalanche is relatively low, the consequence of doing so is high. The recent snow may also be reactive. Continue to employ a conservative approach to terrain selection."
2019-03-10,Considerable,3,Moderate,2,Moderate,2,Avalanche danger will increase as a storm arrives Monday and continues into Tuesday.
2019-03-11,High,4,High,4,Considerable,3,Avoid avalanche terrain on Tuesday. The new snow will need time to settle and gain strength.
2019-03-12,Moderate,2,Moderate,2,Low,1,Watch for wind slabs in exposed areas and south-facing slopes that are being impacted by the sun.
2019-03-13,Low,1,Low,1,Low,1,"Only very light snow is expected on Thursday. If more than 10 cm arrives, avalanche danger will be MODERATE."
2019-03-14,Low,1,Low,1,Low,1,"Only very light snow is expected on Thursday. If more than 10 cm arrives, avalanche danger will be MODERATE."
2019-03-15,Low,1,Low,1,Low,1,"Seek out cold dry snow on higher elevation north and east aspects and watch for wind slabs in extreme terrain. Keep an eye on the effects of the sun, it could produce loose wet avalanches on south and west facing slopes Friday afternoon."
2019-03-16,Considerable,3,Considerable,3,Considerable,3,The heat is on and the game is changing. Direct sun and steadily warming temperatures are expected to destabilize the upper 20 to 30 cm of snow and a natural avalanche cycle is possible. Look up and avoid travel under avalanche paths and cornices.
2019-03-17,High,4,High,4,Considerable,3,The heat is on and the game is changing. The strong spring sun and steadily warming temperatures are expected to further destabilize the upper 20 to 30 cm of snow and a natural avalanche cycle is very likely. Even deeper avalanches are possible.
2019-03-18,High,4,High,4,Considerable,3,The heat is on and the game is changing. The strong spring sun and steadily warming temperatures are expected to further destabilize the upper 20 to 30 cm of snow and a natural avalanche cycle is very likely. Even deeper avalanches are possible.
2019-03-19,Considerable,3,Considerable,3,Considerable,3,Persistent warm temperatures are penetrating and destabilizing the upper snowpack. Natural avalanche activity is possible especially on sun exposed slopes. Avoid travel under avalanche paths especially with looming cornices overhead.
2019-03-20,Considerable,3,Considerable,3,Considerable,3,"Natural avalanche activity is possible especially on sun exposed slopes in the afternoon. Cornices are soft and weak. Avoid travel under, on or anywhere near cornices."
2019-03-21,Considerable,3,Moderate,2,Moderate,2,"Loose wet avalanches remain reactive with the warm temperatures. Cornices are soft and weak. Avoid travel under, on or anywhere near cornices."
2019-03-22,Moderate,2,Moderate,2,Moderate,2,"Even if the skies are cloudy you should avoid slopes that have wet and mushy snow, especially at lower elevations with little overnight re-freeze. Check out this LINK to see how easy it is to trigger a loose wet avalanche."
2019-03-23,Moderate,2,Moderate,2,Low,1,"Even if the skies are cloudy you should avoid slopes that have wet and mushy snow, especially at lower elevations with little overnight re-freeze. Check out this LINK to see how easy it is to trigger a loose wet avalanche."
2019-03-24,Low,1,Moderate,2,Moderate,2,"Although temperatures have cooled slightly, human triggered loose wet avalanches remain a concern on Monday, especially at mid and lower elevations where the snowpack remains weak, warm and mushy."
2019-03-25,Considerable,3,Moderate,2,Moderate,2,Precipitation arriving Monday night will arrive as snow at uppermost elevations and a mix of wet snow and rain below.
2019-03-26,Moderate,2,Moderate,2,Low,1,The forecast is calling for the sun to come out and back to spring-like weather on Wednesday.
2019-03-27,Moderate,2,Low,1,Low,1,The forecast calls for a cloudy day. If the sun comes out it will increase the potential for triggering loose wet avalanches.
2019-03-28,Low,1,Low,1,Low,1,It is going to be a sunny day. Solar input will increase the potential for triggering loose wet avalanches.
2019-03-29,Low,1,Low,1,Low,1,Solar input during the day will increase the potential for triggering loose wet avalanches. They are expected to be small and manageable with normal caution.
2019-03-30,Low,1,Low,1,Low,1,"A few more days of warm and sunny spring conditions. Although unlikely, thin loose wet avalanches have the most potential to run on steep slopes facing the sun during the warmest part of the day."
2019-03-31,Low,1,Low,1,Low,1,"The weather pattern looks to change midweek. In the meantime enjoy a few more days of warm and sunny spring conditions. Although unlikely, loose wet avalanches have potential to run on steep slopes facing the sun during the warmest part of the day."
2019-04-01,Low,1,Low,1,Low,1,"Looks like it will be another mostly sunny day on Tuesday. Although unlikely, loose wet avalanches have potential to run on steep slopes facing the sun during the warmest part of the day."
2019-04-02,Moderate,2,Low,1,Low,1,Forecast precipitation Tuesday night and Wednesday is expected to fall as snow at uppermost elevations in the South Coast mountains.
2019-04-03,Considerable,3,Moderate,2,Low,1,On Thursday there will be a lull between frontal systems impacting the South Coast region. More precipitation fell than was forecast on Wednesday. Expect to see widespread storm slab development above 1400m.
2019-04-04,High,4,Considerable,3,Low,1,"Wintry conditions are back up high. Heavy snowfall is expected above around 1500 m, likely producing very dangerous avalanche conditions. Best to avoid avalanche terrain above the snow-rain line and limit your overhead exposure."
2019-04-05,High,4,High,4,Considerable,3,"Forecast precipitation amounts are highly variable between weather models. Should you find more than 30 cm of accumulated snow, treat the danger as HIGH. Avoid overhead exposure, as avalanches could run far."
2019-04-06,Considerable,3,Considerable,3,Moderate,2,"Forecast precipitation amounts are variable between weather models. Should you find more than 30 cm of accumulated snow, treat the danger as HIGH. Also watch the sky: expect loose wet avalanches under sunny conditions."
2019-04-07,Moderate,2,Moderate,2,Low,1,"Look for signs of a warming snowpack, the likelihood of loose wet avalanches will increase with rising temperatures, especially in areas where fresh snow has accumulated."
2019-04-08,Moderate,2,Low,1,Low,1,"Both wet flurries and rising temperatures can warm the snowpack and increase the likelihood for loose wet avalanches, especially in areas with fresh snow"
2019-04-09,Moderate,2,Low,1,Low,1,"Flurries will accumulate through the day. Use caution around ridge crests and lee terrain features, where the most reactive deposits will form."
2019-04-10,Moderate,2,Moderate,2,Low,1,"Wet flurries on Wednesday added to a moist, spring snowpack. Fresh snow, and showers or rising temperatures during the day can quickly increase the likelihood of loose wet avalanches."
2019-04-11,Moderate,2,Moderate,2,Low,1,"Wet flurries on Wednesday added to a moist, spring snowpack. Fresh snow, and showers or rising temperatures during the day can quickly increase the likelihood of loose wet avalanches."
2019-04-12,Considerable,3,Considerable,3,Moderate,2,"A brief return to winter! 20-30 cm of new snow, strong winds, and low freezing levels are forecast to create fresh storm slabs reactive to human triggers by the end of day Saturday."
2019-04-13,Considerable,3,Moderate,2,Low,1,15-25 cm of snow on Saturday created fresh storm slabs at treeline and above. Pay attention to changing conditions with elevation on Sunday.
2019-04-14,Considerable,3,Moderate,2,Low,1,15-25 cm of snow on Saturday created fresh storm slabs at treeline and above. Pay attention to changing conditions with elevation on Sunday.
2019-04-15,Moderate,2,Moderate,2,Low,1,Isolated wind slabs may still exist up high. Watch for changing snow conditions as the weather shifts from clear periods to light rain.
2019-04-16,Moderate,2,Low,1,Low,1,Isolated wind slabs may be found up high. Watch for changing snow conditions when it is raining.
2019-04-17,High,4,Considerable,3,Low,1,Thursday won't be a fun day in the mountains. Rain will saturate a previously dry alpine snowpack. Best to stay out of alpine avalanche terrain and avoid overhead exposure during the heavy rain.
2019-04-18,Considerable,3,Moderate,2,Low,1,The snowpack has been pounded by substantial rain. Loose wet avalanche activity will remain likely as the rain continues into Friday morning.
2019-04-19,Low,1,Low,1,Low,1,"Recent rain has settled the snowpack, but still use caution during daytime warming. Continue to employ typical risk management strategies to enjoy a safe day in the mountains."
2019-04-20,Low,1,Low,1,Low,1,"Rain has saturated and settled the snowpack. Use caution on sunny slopes or during the heat of the day, loose wet avalanches remain a concern."
2019-04-21,Moderate,2,Low,1,Low,1,The likelihood of loose wet avalanches will increase as rain saturates the snowpack.
2019-04-22,Moderate,2,Low,1,Low,1,"Keep in mind a spring snowpack can rapidly change in a short time, the likelihood of loose wet avalanches will increase as the snowpack warms."
2019-04-23,Moderate,2,Low,1,Low,1,"A spring snowpack can rapidly change in a short time, the likelihood of loose wet avalanches will increase as the snowpack warms."
2019-04-24,Moderate,2,Moderate,2,Low,1,A spring snowpack can rapidly change. The likelihood of loose wet avalanche activity will increase with warming temperatures.
2019-04-25,,,,,,,
2019-04-26,,,,,,,
2019-04-27,,,,,,,
2019-04-28,,,,,,,
2019-04-29,,,,,,,
2019-04-30,,,,,,,
2019-11-01,,,,,,,
2019-11-02,,,,,,,
2019-11-03,,,,,,,
2019-11-04,,,,,,,
2019-11-05,,,,,,,
2019-11-06,,,,,,,
2019-11-07,,,,,,,
2019-11-08,,,,,,,
2019-11-09,,,,,,,
2019-11-10,,,,,,,
2019-11-11,,,,,,,
2019-11-12,,,,,,,
2019-11-13,,,,,,,
2019-11-14,,,,,,,
2019-11-15,,,,,,,
2019-11-16,,,,,,,
2019-11-17,,,,,,,
2019-11-18,,,,,,,
2019-11-19,,,,,,,
2019-11-20,,,,,,,
2019-11-21,,,,,,,
2019-11-22,Low,1,Low,1,Low,1,Keep dancing your best snow dance!
2019-11-23,Low,1,Low,1,Low,1,"A warm, wet, and windy storm pulse will move through the region on Saturday. High elevations may see modest new snow accumulations overnight."
2019-11-24,Low,1,Low,1,Low,1,"It looks like freezing levels will finally drop, but only after the bulk of precipitation ends. Any new snow that results from the storm is not expected to be sufficient to form a new avalanche problem."
2019-11-25,Low,1,Low,1,Low,1,Avalanche danger will remain low in the South Coast region until snow starts to accumulate.
2019-11-26,Low,1,Low,1,Low,1,"There is finally some snow in the North Shore mountains, but not enough to heighten avalanche danger."
2019-11-27,Low,1,Low,1,Low,1,"Expect a cold, windy day on Wednesday. The snowpack is still thin and just starting to cover the trees and rocks."
2019-11-28,Low,1,Low,1,Low,1,Windy and cold temperatures are expected for the next few days. The snowpack is still thin and just starting to cover the trees and rocks.
2019-11-29,Low,1,Low,1,Low,1,"Cold and sunny conditions are expected over the next few days. The snowpack is still very thin, with many early season hazards lurking just out of sight."
2019-11-30,Low,1,Low,1,Low,1,"The snow pack is still very thin, with early season hazards lurking just out of sight."
2019-12-01,Low,1,Low,1,Low,1,"The snow cover is still very thin, with early season hazards lurking just out of sight."
2019-12-02,Low,1,Low,1,Low,1,Avalanche danger will rise throughout the week with the arrival of snow.
2019-12-03,Considerable,3,Moderate,2,Low,1,Dangerous avalanche conditions will exist in areas with more the 30 cm of new snow.
2019-12-04,Considerable,3,Moderate,2,Low,1,Higher elevation terrain may be accumulating enough snow for dangerous avalanche conditions.
2019-12-05,Moderate,2,Low,1,Low,1,Avalanche danger is limited to the highest peaks where snow has accumulated over the past few days.
2019-12-06,Low,1,Low,1,Low,1,Heavy rain will continue to melt the few patches of snow in the South Coast region.
2019-12-07,Low,1,Low,1,Low,1,Only a few rain showers are expected on Saturday. A good day to get out into the mountains!
2019-12-08,Low,1,Low,1,Low,1,The storm is receding and we might get a glimpse of sun on Sunday!
2019-12-09,Low,1,Low,1,Low,1,A fine day to get out in the mountains with warmer temperatures in upper elevations.
2019-12-10,Low,1,Low,1,Low,1,We are waiting for snow...
2019-12-11,Low,1,Low,1,Low,1,Recent storms delivered more rain than snow to the South Coast mountains.
2019-12-12,High,4,Considerable,3,Low,1,Ongoing heavy snowfall and strong winds will mean that avalanches are likely today at upper elevations. 
2019-12-13,Considerable,3,Moderate,2,Low,1,"Although the storm has eased off, storm slabs at upper elevations are still likely to be encountered and could be reactive to human triggering, especially in wind loaded areas."
2019-12-14,Considerable,3,Moderate,2,Low,1,"Fresh storm slabs may be reactive to human triggering, especially in wind loaded areas, and at upper elevations."
2019-12-15,Moderate,2,Moderate,2,Low,1,"Wind slabs are likely to be encountered at upper elevations and may be reactive to human triggering, especially in lee features."
2019-12-16,Moderate,2,Low,1,Low,1,Use caution as you transition into wind exposed terrain. Avalanches are possible in alpine terrain where wind slabs have formed.
2019-12-17,Moderate,2,Moderate,2,Low,1,Time to turn on our avalanche brains again for the season in the South Coast ranges. Start by equating the depth of new snow with the depth of a possible storm slab release. Expect the greatest depths at higher elevations and in wind loaded areas.
2019-12-18,Considerable,3,Considerable,3,Moderate,2,Avalanche danger is set to rise with heavy snowfall forecast for the South Coast. Storm slabs are expected to build quickly and become a serious hazard by the end of the day.
2019-12-19,High,4,High,4,Moderate,2,It's finally happening. Continued heavy snowfall is in the forecast for Wednesday night. Very dangerous avalanche conditions are expected and travel in higher elevation avalanche terrain is not recommended.
2019-12-20,High,4,High,4,Considerable,3,"Substantial snowfall is forecast Thursday night, which may trigger a natural avalanche cycle. Best to avoid all avalanche terrain on Friday until this snow stabilizes."
2019-12-21,Considerable,3,Considerable,3,Considerable,3,A substantial amount of snow fell across the region on Thursday and Friday. Conservative decision-making will be essential until this snow stabilizes.
2019-12-22,Considerable,3,Moderate,2,Low,1,The recent snow is likely stabilizing but may need a bit longer at higher elevations.
2019-12-23,Considerable,3,Moderate,2,Low,1,The recent snow is likely stabilizing but may need a bit longer at higher elevations.
2019-12-24,Moderate,2,Moderate,2,Low,1,Keep your guard up at higher elevations. Observations since the storm are limited and recently wind loaded areas remain a concern.
2019-12-25,Moderate,2,Low,1,Low,1,Observations of the region's higher elevations remain limited. Keep your guard up as you consider bigger objectives where triggering a small wind slab could have big consequences.
2019-12-26,Low,1,Low,1,Low,1,Watch for isolated pockets of wind slab lingering in immediate lees if you are headed for the alpine.
2019-12-27,Moderate,2,Moderate,2,Moderate,2,"Forecast new snow is not expected to bond well to the current surface. Wind-loaded areas will likely hold deeper, more reactive new slabs on Friday."
2019-12-28,Moderate,2,Moderate,2,Low,1,"The recent 15-20 cm of new snow is not expected to bond well to previous snow surfaces, and it may form slabs that are possible to trigger in deeper areas at higher elevations or where the snow has been drifted by wind."
2019-12-29,Moderate,2,Moderate,2,Moderate,2,"20-30 cm of new snow in the last 48 hours has created a storm slab problem to manage on Sunday. The recent snow is not expected to bond well with pre-existing snow surfaces, and thicker, more reactive slabs may form as temperatures increase."
2019-12-30,Low,1,Low,1,Low,1,"For Monday, it is likely that the snowpack will have adjusted to recent snowfall and warming. Be on the lookout for the next big storm setting up for Tuesday!"
2019-12-31,High,4,High,4,Considerable,3,A strong storm will impact the mountains on Tuesday creating very dangerous avalanche conditions. Avoid travelling on steep slopes and minimize exposure to overhead hazard.
2020-01-01,Considerable,3,Moderate,2,Low,1," Although a slow cooling trend Wednesday is expected to improve avalanche hazard in the aftermath of the storm, continuing snow and wind in the alpine requires managing potentially reactive storm slabs."
2020-01-02,Moderate,2,Low,1,Low,1,Thursday may offer some calm before the next powerful storm promises heavy rain... unless it arrives sooner than anticipated.
2020-01-03,High,4,High,4,Moderate,2,"Danger will be HIGH in areas where precipitation has accumulated as snow, elsewhere wet loose avalanches are the main concern (updated at 6:10 AM)."
2020-01-04,High,4,High,4,Moderate,2,"Expect to find rapidly changing conditions with elevation. Travel in alpine and treeline avalanche terrain is not recommended. Travel below treeline will require conservative decision-making if you find 20 cm or more of dry snow, as it may not bond well to the snowpack."
2020-01-05,High,4,High,4,High,4,"An intense storm will load the mountains with snow, making very dangerous avalanche conditions. Travel in avalache terrain is not recommended on Sunday."
2020-01-06,High,4,Considerable,3,Considerable,3,"The recent snow may become more reactive as the next storm approaches on Monday, bringing warm air and a switch from snow to rain. Expect rapidly changing snowpack conditions as the weather changes. "
2020-01-07,High,4,High,4,High,4,"Wet loose avalanches are expected to be widespread as the upper snowpack becomes saturated with rain. Above the rain-snow line, storm slabs will rapidly build and form very dangerous avalanche conditions. Travel in avalanche terrain is not recommended."
2020-01-08,Considerable,3,Moderate,2,Moderate,2,"As the rain switches back to snow at lower elevations, snow may accumulate and take a bit of time to bond to the snowpack. If venturing to high elevations, be observant for thick storm slabs."
2020-01-09,Moderate,2,Moderate,2,Low,1,"Most of the precipitation on Tuesday fell as rain below 1500 m. If venturing in high elevations, assess the bond of the new snow with the old surface and be observant for storm slabs."
2020-01-10,High,4,High,4,High,4,Continuing snowfall and strong southwest wind will increase the avalanche danger throughout the day. This storm will deliver 40 to 60 cm of snow even in lower elevations. 
2020-01-11,High,4,High,4,High,4,"7 AM Update: Parts of the region may have received over 40 cm of snow overnight. Touchy storm slabs will have formed, along with an air temperature rise. Travel in avalanche terrain is not recommended."
2020-01-12,High,4,High,4,High,4,6:45 AM Update: Another 20 to 40 cm of snow fell in the region and more is forecast this morning. A natural avalanche cycle is likely underway and human triggering of avalanches is very likely to occur today. Best to avoid avalanche terrain and give the snow time to strengthen.
2020-01-13,Considerable,3,Considerable,3,Considerable,3,It is uncertain how fast the recent storm snow will bond with the old snow surface. Best to give the snowpack time to stabilize and gain strength before committing to bigger avalanche terrain.
2020-01-14,Considerable,3,Considerable,3,Considerable,3,It is uncertain how well the recent storm snow is bonding with the old surface. Best to give the snowpack time to stabilize and gain strength before committing to bigger avalanche terrain.
2020-01-15,Considerable,3,Considerable,3,Moderate,2,It is uncertain how well the recent storm snow is bonding with the old surface. Best to give the snowpack time to stabilize and gain strength before committing to bigger avalanche terrain.
2020-01-16,Considerable,3,Considerable,3,Considerable,3,"07:00 AM Update: Continued snowfall and wind will form fresh storm slabs which will likely be sensitive to human triggers, natural avalanche activity is also expected to become increasingly widespread through the day, especially in wind-exposed terrain."
2020-01-17,Moderate,2,Moderate,2,Moderate,2,"Winds have had a big impact on our recent snow, scouring many exposed areas and redistributing snow into lower elevation features. Watch for newly formed wind slabs and maintain avoidance of steep, sheltered slopes where a stubborn storm slab may still react to a human trigger."
2020-01-18,High,4,High,4,High,4,"Rapid and continuous loading of new snow, strong wind, and rising temperatures are expected to bring a widespread natural avalanche cycle to the region this weekend. Travel in avalanche terrain is not recommended."
2020-01-19,Considerable,3,Considerable,3,Considerable,3,"07:00 AM Update: A mix of heavy snowfall, strong wind, rising temperatures and a transition to rain mean that natural avalanches are possible Sunday. Avoid all avalanche terrain during periods of heavy loading from new snow, wind, or rain"
2020-01-20,Considerable,3,Moderate,2,Moderate,2,Make observations of surface conditions to determine whether you need to manage loose wet or storm slab avalanche hazards on Monday. Conditions will vary with elevation.
2020-01-21,High,4,Considerable,3,Low,1,Conditions will vary with elevation on Tuesday as the freezing level drops and rain transitions into snow.
2020-01-22,Considerable,3,Considerable,3,Moderate,2,Dangerous avalanche conditions exist on slopes that receive more than 25 cm of snow on Tuesday night.
2020-01-23,High,4,Considerable,3,Moderate,2,"Heavy precipitation has fallen a s mix of rain and snow at uppermost elevations pushing the avalanche danger to High in the alpine. If you head out be aware that wet loose avalanches are dangerous in steep terrain, especially above terrain traps. Updated 6:30 am."
2020-01-24,High,4,Considerable,3,Moderate,2,Avalanche conditions will become increasingly dangerous as snow accumulates at lower elevations.
2020-01-25,Considerable,3,Moderate,2,Low,1,"The snowpack is recovering from the latest input of moist snow and rain. Be cautious around steep, convex terrain and freshly loaded features."
2020-01-26,Considerable,3,Moderate,2,Moderate,2,Avalanche hazard will increase through the day where heavy snow accumulates.
2020-01-27,Considerable,3,Moderate,2,Low,1,Avalanche hazard will increase in areas where fresh snow accumulates and wind redistributes loose snow. Updated Monday 0600h.
2020-01-28,Considerable,3,Moderate,2,Low,1,"Strong overnight winds and continued snowfall at upper elevations will form reactive storm slabs, maintaining elevated avalanche danger Tuesday.   "
2020-01-29,Considerable,3,Considerable,3,Moderate,2,Avalanche danger will increase through the day Wednesday as 35-45 cm of new snow and strong winds form reactive storm slabs at upper elevations.
2020-01-30,Considerable,3,Moderate,2,Low,1,Storm slabs will likely remain sensitive to human triggering at upper elevations Thursday. Watch for deep pockets of wind loaded snow in alpine lees.
2020-01-31,High,4,High,4,Considerable,3,Avoid avalanche terrain while heavy rain saturates the snowpack.
2020-02-01,Moderate,2,Low,1,Low,1,"At elevations where the snowpack was soaked by rain, avalanche danger will decrease through the early morning as freezing levels drop and the snowpack refreezes. Storm slabs may remain reactive where snow accumulated in the high alpine."
2020-02-02,Moderate,2,Low,1,Low,1,Storm slabs may remain reactive to human triggering where snow accumulated in the high alpine. Are you venturing above the trees this weekend? Be the first to submit a conditions report on the Mountain Information Network!
2020-02-03,Low,1,Low,1,Low,1,Avalanche hazard is LOW but a hard crust may make for difficult travel conditions.
2020-02-04,Moderate,2,Moderate,2,Low,1,Wind slabs at upper elevations will be the main concern as new snow accumulates and the wind picks up through the day on Tuesday.
2020-02-05,Considerable,3,Moderate,2,Low,1,Wind slabs at upper elevations will be the main concern as new snow accumulates and the wind blows from a variety of directions Tuesday night into Wednesday.
2020-02-06,Considerable,3,Moderate,2,Low,1,At upper elevations the new snow will create fresh wind slabs and be sensitive to human triggers. At mid and lower elevations most of the forecast precipitation will fall in form of rain due to the warm temperatures.
